,GroupName,I,attribute,similarity
479,Pregnancy status,32,mental_illness_type_bulimia_nervosa,0.9121781354028144
480,Pregnancy status,33,other_supplement_frequency,0.9119621148818653
481,Pregnancy status,34,seasonal_allergies,0.911639205153028
482,Pregnancy status,35,acne_medication,0.911099575171747
483,Pregnancy status,36,dog,0.8995702974561722
484,Pregnancy status,37,mental_illness_type_bipolar_disorder,0.8974894889646217
485,Pregnancy status,38,alcohol_types_beercider,0.8881886673479129
486,Pregnancy status,39,allergic_to_tree_nuts,0.8818407475647624
487,Pregnancy status,40,alcohol_types_sour_beers,0.8781053095160741
488,Pregnancy status,41,allergic_to_i_have_no_food_allergies_that_i_know_of,0.8588078473578524
489,Pregnancy status,42,mental_illness_type_ptsd_posttraumatic_stress_disorder,0.8488314406021108
490,Pregnancy status,43,specialized_diet_fodmap,0.8238158706889508
491,Pregnancy status,44,specialized_diet_paleodiet_or_primal_diet,0.8095357624374155
492,Pregnancy status,45,specialized_diet_halaal,0.8059682100358047
493,Pregnancy status,46,specialized_diet_raw_food_diet,0.8004728678926915
494,Diet type,0,diet,1.0
495,Ethnicity,0,ethnicity,1.0
